,prompt,temperature,top_p,max_tokens,__index_level_0__,problem,entrypoint,assertions,username,submitted_text,total_tests,prints,last_attempt,first_attempt,completion
1127,"def print_time(day,hour):
    """"""
    take in a day and an hour. if the hour is between 0 and 8, output the string ""sleeping"". if not, check if the day is either ""Sat"" or ""Sun"", and if so, output the string ""weekend"". else, output ""weekday"". 
    """"""
    ",0.2,0.95,512,524,print_time,print_time,"assert print_time('Sat', 12) == 'weekend'
assert print_time('Sun', 12) == 'weekend'
assert print_time('Mon', 9) == 'weekday'
assert print_time('Tue', 23) == 'weekday'
assert print_time('Wed', 0) == 'sleeping'
assert print_time('Thu', 8) == 'sleeping'",student42,"take in a day and an hour. if the hour is between 0 and 8, output the string ""sleeping"". if not, check if the day is either ""Sat"" or ""Sun"", and if so, output the string ""weekend"". else, output ""weekday"". ",6,"print(print_time('Sat', 12))
print(print_time('Sun', 12))
print(print_time('Mon', 9))
print(print_time('Tue', 23))
print(print_time('Wed', 0))
print(print_time('Thu', 8))
",False,True," 
    if hour >= 0 and hour <= 8:
        return ""sleeping""
    elif day == ""Sat"" or day == ""Sun"":
        return ""weekend""
    else:
        return ""weekday""
"
1128,"def print_time(day,hour):
    """"""
    take in a day and an hour. if the hour is between 0 and 8, return the string ""sleeping"". if not, check if the day is either ""Sat"" or ""Sun"", and if so, return the string ""weekend"". else, return the string ""weekday"". 
    """"""
    ",0.2,0.95,512,525,print_time,print_time,"assert print_time('Sat', 12) == 'weekend'
assert print_time('Sun', 12) == 'weekend'
assert print_time('Mon', 9) == 'weekday'
assert print_time('Tue', 23) == 'weekday'
assert print_time('Wed', 0) == 'sleeping'
assert print_time('Thu', 8) == 'sleeping'",student42,"take in a day and an hour. if the hour is between 0 and 8, return the string ""sleeping"". if not, check if the day is either ""Sat"" or ""Sun"", and if so, return the string ""weekend"". else, return the string ""weekday"". ",6,"print(print_time('Sat', 12))
print(print_time('Sun', 12))
print(print_time('Mon', 9))
print(print_time('Tue', 23))
print(print_time('Wed', 0))
print(print_time('Thu', 8))
",False,False," 
    if hour >= 0 and hour <= 8:
        return ""sleeping""
    elif day == ""Sat"" or day == ""Sun"":
        return ""weekend""
    else:
        return ""weekday""
"
1129,"def print_time(day,hour):
    """"""
    take in a day and an hour. if the hour is less than or equal to 8, return the string ""sleeping"". if not, check if the day is either ""Sat"" or ""Sun"", and if so, return the string ""weekend"". else, return the string ""weekday"". 
    """"""
    ",0.2,0.95,512,526,print_time,print_time,"assert print_time('Sat', 12) == 'weekend'
assert print_time('Sun', 12) == 'weekend'
assert print_time('Mon', 9) == 'weekday'
assert print_time('Tue', 23) == 'weekday'
assert print_time('Wed', 0) == 'sleeping'
assert print_time('Thu', 8) == 'sleeping'",student42,"take in a day and an hour. if the hour is less than or equal to 8, return the string ""sleeping"". if not, check if the day is either ""Sat"" or ""Sun"", and if so, return the string ""weekend"". else, return the string ""weekday"". ",6,"print(print_time('Sat', 12))
print(print_time('Sun', 12))
print(print_time('Mon', 9))
print(print_time('Tue', 23))
print(print_time('Wed', 0))
print(print_time('Thu', 8))
",True,False," 
    if hour <= 8:
        return ""sleeping""
    elif day == ""Sat"" or day == ""Sun"":
        return ""weekend""
    else:
        return ""weekday""
"
1130,"def print_time(day,hour):
    """"""
    First check the first component of the input, if it is Sat or if it is Sun, then return weekend. If not true, then check the second component of the input, if the it is in the range from 0 to 8, including 0 and 8, then return sleeping. If not true, then return weekday. 
    """"""
    ",0.2,0.95,512,527,print_time,print_time,"assert print_time('Sat', 12) == 'weekend'
assert print_time('Sun', 12) == 'weekend'
assert print_time('Mon', 9) == 'weekday'
assert print_time('Tue', 23) == 'weekday'
assert print_time('Wed', 0) == 'sleeping'
assert print_time('Thu', 8) == 'sleeping'",student43,"First check the first component of the input, if it is Sat or if it is Sun, then return weekend. If not true, then check the second component of the input, if the it is in the range from 0 to 8, including 0 and 8, then return sleeping. If not true, then return weekday. ",6,"print(print_time('Sat', 12))
print(print_time('Sun', 12))
print(print_time('Mon', 9))
print(print_time('Tue', 23))
print(print_time('Wed', 0))
print(print_time('Thu', 8))
",False,True,"


    if day == ""Sat"" or day == ""Sun"":
        return ""weekend""
    elif hour >= 0 and hour <= 8:
        return ""sleeping""
    else:
        return ""weekday""
"
1131,"def print_time(day,hour):
    """"""
    First check the first component of the input, if it is Sat or if it is Sun, then return weekend. If not true, then check the second component of the input, if the it is in the range from 0 to 8, including 0 and 8, then return sleeping. If not true, then return weekday. 
    """"""
    ",0.2,0.95,512,528,print_time,print_time,"assert print_time('Sat', 12) == 'weekend'
assert print_time('Sun', 12) == 'weekend'
assert print_time('Mon', 9) == 'weekday'
assert print_time('Tue', 23) == 'weekday'
assert print_time('Wed', 0) == 'sleeping'
assert print_time('Thu', 8) == 'sleeping'",student43,"First check the first component of the input, if it is Sat or if it is Sun, then return weekend. If not true, then check the second component of the input, if the it is in the range from 0 to 8, including 0 and 8, then return sleeping. If not true, then return weekday. ",6,"print(print_time('Sat', 12))
print(print_time('Sun', 12))
print(print_time('Mon', 9))
print(print_time('Tue', 23))
print(print_time('Wed', 0))
print(print_time('Thu', 8))
",True,False," 
    if day == ""Sat"" or day == ""Sun"":
        return ""weekend""
    elif hour >= 0 and hour <= 8:
        return ""sleeping""
    else:
        return ""weekday""
"
1132,"def add_up(arr):
    """"""
    ""add all the doubles in arr into a number named sum, neglect the item if the item in arr is not a double, return sum""
    """"""
    ",0.2,0.95,512,53,add_up,add_up,"assert add_up([ [ 'one', 2, 3, 4 ] ]) == 9
assert add_up([ [ 3, 'hello', 3.4 ] ]) == 6.4
assert add_up([ [ ] ]) == 0",student47,"""add all the doubles in arr into a number named sum, neglect the item if the item in arr is not a double, return sum""",3,"print(add_up([ [ 'one', 2, 3, 4 ] ]))
print(add_up([ [ 3, 'hello', 3.4 ] ]))
print(add_up([ [ ] ]))
",False,False,"


    sum = 0
    for item in arr:
        if isinstance(item, float):
            sum += item
    return sum
"
1133,"def print_time(day,hour):
    """"""
    If sat or sun, print weekend. If Mon-Fri, print weekday. If hours 0-8, print sleeping.
    """"""
    ",0.2,0.95,512,529,print_time,print_time,"assert print_time('Sat', 12) == 'weekend'
assert print_time('Sun', 12) == 'weekend'
assert print_time('Mon', 9) == 'weekday'
assert print_time('Tue', 23) == 'weekday'
assert print_time('Wed', 0) == 'sleeping'
assert print_time('Thu', 8) == 'sleeping'",student54,"If sat or sun, print weekend. If Mon-Fri, print weekday. If hours 0-8, print sleeping.",6,"print(print_time('Sat', 12))
print(print_time('Sun', 12))
print(print_time('Mon', 9))
print(print_time('Tue', 23))
print(print_time('Wed', 0))
print(print_time('Thu', 8))
",False,True,"


    if day == ""sat"" or day == ""sun"":
        print(""weekend"")
    elif day == ""mon"" or day == ""tue"" or day == ""wed"" or day == ""thu"" or day == ""fri"":
        print(""weekday"")
    if hour >= 0 and hour <= 8:
        print(""sleeping"")
"
1134,"def print_time(day,hour):
    """"""
    If Sat or Sun, print weekend. If Mon-Fri, print weekday. If hours 0-8, print sleeping.
    """"""
    ",0.2,0.95,512,530,print_time,print_time,"assert print_time('Sat', 12) == 'weekend'
assert print_time('Sun', 12) == 'weekend'
assert print_time('Mon', 9) == 'weekday'
assert print_time('Tue', 23) == 'weekday'
assert print_time('Wed', 0) == 'sleeping'
assert print_time('Thu', 8) == 'sleeping'",student54,"If Sat or Sun, print weekend. If Mon-Fri, print weekday. If hours 0-8, print sleeping.",6,"print(print_time('Sat', 12))
print(print_time('Sun', 12))
print(print_time('Mon', 9))
print(print_time('Tue', 23))
print(print_time('Wed', 0))
print(print_time('Thu', 8))
",False,False,"


    if day == ""Sat"" or day == ""Sun"":
        print(""weekend"")
    elif day == ""Mon"" or day == ""Tue"" or day == ""Wed"" or day == ""Thu"" or day == ""Fri"":
        print(""weekday"")
    if hour >= 0 and hour <= 8:
        print(""sleeping"")
"
1135,"def print_time(day,hour):
    """"""
    If Sat or Sun, return weekend. If Mon-Fri, return weekday. If hours 0-8, return sleeping.
    """"""
    ",0.2,0.95,512,531,print_time,print_time,"assert print_time('Sat', 12) == 'weekend'
assert print_time('Sun', 12) == 'weekend'
assert print_time('Mon', 9) == 'weekday'
assert print_time('Tue', 23) == 'weekday'
assert print_time('Wed', 0) == 'sleeping'
assert print_time('Thu', 8) == 'sleeping'",student54,"If Sat or Sun, return weekend. If Mon-Fri, return weekday. If hours 0-8, return sleeping.",6,"print(print_time('Sat', 12))
print(print_time('Sun', 12))
print(print_time('Mon', 9))
print(print_time('Tue', 23))
print(print_time('Wed', 0))
print(print_time('Thu', 8))
",False,False,"


    if day == ""Sat"" or day == ""Sun"":
        return ""weekend""
    elif day == ""Mon"" or day == ""Tue"" or day == ""Wed"" or day == ""Thu"" or day == ""Fri"":
        return ""weekday""
    elif hour >= 0 and hour <= 8:
        return ""sleeping""
"
1136,"def print_time(day,hour):
    """"""
    If hours 0-8, return sleeping. If Sat or Sun, return weekend. If Mon-Fri, return weekday. 
    """"""
    ",0.2,0.95,512,532,print_time,print_time,"assert print_time('Sat', 12) == 'weekend'
assert print_time('Sun', 12) == 'weekend'
assert print_time('Mon', 9) == 'weekday'
assert print_time('Tue', 23) == 'weekday'
assert print_time('Wed', 0) == 'sleeping'
assert print_time('Thu', 8) == 'sleeping'",student54,"If hours 0-8, return sleeping. If Sat or Sun, return weekend. If Mon-Fri, return weekday. ",6,"print(print_time('Sat', 12))
print(print_time('Sun', 12))
print(print_time('Mon', 9))
print(print_time('Tue', 23))
print(print_time('Wed', 0))
print(print_time('Thu', 8))
",False,False," 
    if hour < 9:
        return ""sleeping""
    elif day == ""Saturday"" or day == ""Sunday"":
        return ""weekend""
    else:
        return ""weekday""
"
1137,"def print_time(day,hour):
    """"""
    If hours 0-8, or equal to 8, return sleeping. If Sat or Sun, return weekend. If Mon-Fri, return weekday. 
    """"""
    ",0.2,0.95,512,533,print_time,print_time,"assert print_time('Sat', 12) == 'weekend'
assert print_time('Sun', 12) == 'weekend'
assert print_time('Mon', 9) == 'weekday'
assert print_time('Tue', 23) == 'weekday'
assert print_time('Wed', 0) == 'sleeping'
assert print_time('Thu', 8) == 'sleeping'",student54,"If hours 0-8, or equal to 8, return sleeping. If Sat or Sun, return weekend. If Mon-Fri, return weekday. ",6,"print(print_time('Sat', 12))
print(print_time('Sun', 12))
print(print_time('Mon', 9))
print(print_time('Tue', 23))
print(print_time('Wed', 0))
print(print_time('Thu', 8))
",True,False," 
    if hour >= 0 and hour <= 8:
        return ""sleeping""
    elif day == ""Sat"" or day == ""Sun"":
        return ""weekend""
    else:
        return ""weekday""
"
1138,"def print_time(day,hour):
    """"""
    given a string and an integer, if given string is either ""Sat"" or ""Sun"", return ""weekend"". if string is a weekday (i.e. ""Mon"" or ""Tue""), take into account the integer. if integer is from 9-23, return ""weekday"". if integer is from 0-8, return ""sleeping"". if integer is more than 24, return an error statement stating there are only 24 hours in a day where midnight starts at 0.
    """"""
    ",0.2,0.95,512,534,print_time,print_time,"assert print_time('Sat', 12) == 'weekend'
assert print_time('Sun', 12) == 'weekend'
assert print_time('Mon', 9) == 'weekday'
assert print_time('Tue', 23) == 'weekday'
assert print_time('Wed', 0) == 'sleeping'
assert print_time('Thu', 8) == 'sleeping'",student57,"given a string and an integer, if given string is either ""Sat"" or ""Sun"", return ""weekend"". if string is a weekday (i.e. ""Mon"" or ""Tue""), take into account the integer. if integer is from 9-23, return ""weekday"". if integer is from 0-8, return ""sleeping"". if integer is more than 24, return an error statement stating there are only 24 hours in a day where midnight starts at 0.",6,"print(print_time('Sat', 12))
print(print_time('Sun', 12))
print(print_time('Mon', 9))
print(print_time('Tue', 23))
print(print_time('Wed', 0))
print(print_time('Thu', 8))
",False,True,"


    if day == ""Sat"" or day == ""Sun"":
        return ""weekend""
    elif day == ""Mon"" or day == ""Tue"":
        if hour >= 9 and hour <= 23:
            return ""weekday""
        elif hour >= 0 and hour <= 8:
            return ""sleeping""
        else:
            return ""Error: There are only 24 hours in a day where midnight starts at 0.""
    else:
        return ""Error: Please enter a valid day of the week.""
"
1139,"def print_time(day,hour):
    """"""
    given a string and an integer, if given string is either ""Sat"" or ""Sun"", return ""weekend"". if string is ""Mon"", ""Tue"", ""Wed"", ""Thu"" or ""Fri"", take into account the integer. if integer is from 9-23, return ""weekday"". if integer is from 0-8, return ""sleeping"". if integer is more than 24, return an error statement stating there are only 24 hours in a day where midnight starts at 0.
    """"""
    ",0.2,0.95,512,535,print_time,print_time,"assert print_time('Sat', 12) == 'weekend'
assert print_time('Sun', 12) == 'weekend'
assert print_time('Mon', 9) == 'weekday'
assert print_time('Tue', 23) == 'weekday'
assert print_time('Wed', 0) == 'sleeping'
assert print_time('Thu', 8) == 'sleeping'",student57,"given a string and an integer, if given string is either ""Sat"" or ""Sun"", return ""weekend"". if string is ""Mon"", ""Tue"", ""Wed"", ""Thu"" or ""Fri"", take into account the integer. if integer is from 9-23, return ""weekday"". if integer is from 0-8, return ""sleeping"". if integer is more than 24, return an error statement stating there are only 24 hours in a day where midnight starts at 0.",6,"print(print_time('Sat', 12))
print(print_time('Sun', 12))
print(print_time('Mon', 9))
print(print_time('Tue', 23))
print(print_time('Wed', 0))
print(print_time('Thu', 8))
",True,False,"


    if day == ""Sat"" or day == ""Sun"":
        return ""weekend""
    elif day == ""Mon"" or day == ""Tue"" or day == ""Wed"" or day == ""Thu"" or day == ""Fri"":
        if hour >= 9 and hour <= 23:
            return ""weekday""
        elif hour >= 0 and hour <= 8:
            return ""sleeping""
        else:
            return ""there are only 24 hours in a day where midnight starts at 0""
    else:
        return ""please enter a valid day of the week""
"
1140,"def print_time(day,hour):
    """"""
    Given two parameters,  the first being the day and the second being a measurement of time, return ""weekend"" if the day is 'Sat' or 'Sun', and return weekday if the day is neither. Return ""sleeping"" if the measurement of time is between '0' and '8', inclusive.
    """"""
    ",0.2,0.95,512,536,print_time,print_time,"assert print_time('Sat', 12) == 'weekend'
assert print_time('Sun', 12) == 'weekend'
assert print_time('Mon', 9) == 'weekday'
assert print_time('Tue', 23) == 'weekday'
assert print_time('Wed', 0) == 'sleeping'
assert print_time('Thu', 8) == 'sleeping'",student77,"Given two parameters,  the first being the day and the second being a measurement of time, return ""weekend"" if the day is 'Sat' or 'Sun', and return weekday if the day is neither. Return ""sleeping"" if the measurement of time is between '0' and '8', inclusive.",6,"print(print_time('Sat', 12))
print(print_time('Sun', 12))
print(print_time('Mon', 9))
print(print_time('Tue', 23))
print(print_time('Wed', 0))
print(print_time('Thu', 8))
",False,True,"


    if day == 'Sat' or day == 'Sun':
        return 'weekend'
    elif day != 'Sat' or day != 'Sun':
        return 'weekday'
    elif hour >= 0 and hour <= 8:
        return 'sleeping'
"
1141,"def print_time(day,hour):
    """"""
    Given two parameters,  the first being the day and the second being a measurement of time, return ""weekend"" if the day is 'Sat' or 'Sun', and return weekday if the day is neither. Return ""sleeping"" if the measurement of time is between '0' and '8', inclusive.
    """"""
    ",0.2,0.95,512,537,print_time,print_time,"assert print_time('Sat', 12) == 'weekend'
assert print_time('Sun', 12) == 'weekend'
assert print_time('Mon', 9) == 'weekday'
assert print_time('Tue', 23) == 'weekday'
assert print_time('Wed', 0) == 'sleeping'
assert print_time('Thu', 8) == 'sleeping'",student77,"Given two parameters,  the first being the day and the second being a measurement of time, return ""weekend"" if the day is 'Sat' or 'Sun', and return weekday if the day is neither. Return ""sleeping"" if the measurement of time is between '0' and '8', inclusive.",6,"print(print_time('Sat', 12))
print(print_time('Sun', 12))
print(print_time('Mon', 9))
print(print_time('Tue', 23))
print(print_time('Wed', 0))
print(print_time('Thu', 8))
",False,False,"


    if day == 'Sat' or day == 'Sun':
        return 'weekend'
    elif day != 'Sat' or day != 'Sun':
        return 'weekday'
    elif hour >= 0 and hour <= 8:
        return 'sleeping'
"
1142,"def print_time(day,hour):
    """"""
    Given two parameters,  the first being the day and the second being a measurement of time, return ""weekend"" if the day is Sat or Sun, and return weekday if the day is neither. Return ""sleeping"" if the measurement of time is between 0 and 8, inclusive. If the time is any other, return either ""weekend"" or ""weekday"".
    """"""
    ",0.2,0.95,512,538,print_time,print_time,"assert print_time('Sat', 12) == 'weekend'
assert print_time('Sun', 12) == 'weekend'
assert print_time('Mon', 9) == 'weekday'
assert print_time('Tue', 23) == 'weekday'
assert print_time('Wed', 0) == 'sleeping'
assert print_time('Thu', 8) == 'sleeping'",student77,"Given two parameters,  the first being the day and the second being a measurement of time, return ""weekend"" if the day is Sat or Sun, and return weekday if the day is neither. Return ""sleeping"" if the measurement of time is between 0 and 8, inclusive. If the time is any other, return either ""weekend"" or ""weekday"".",6,"print(print_time('Sat', 12))
print(print_time('Sun', 12))
print(print_time('Mon', 9))
print(print_time('Tue', 23))
print(print_time('Wed', 0))
print(print_time('Thu', 8))
",True,False,"


    if day == ""Sat"" or day == ""Sun"":
        return ""weekend""
    elif hour >= 0 and hour <= 8:
        return ""sleeping""
    else:
        return ""weekday""
"
1143,"def add_up(arr):
    """"""
    ""add all the doubles in arr into a double named sum, neglect the item if the item in arr is not a double, return sum""
    """"""
    ",0.2,0.95,512,54,add_up,add_up,"assert add_up([ [ 'one', 2, 3, 4 ] ]) == 9
assert add_up([ [ 3, 'hello', 3.4 ] ]) == 6.4
assert add_up([ [ ] ]) == 0",student47,"""add all the doubles in arr into a double named sum, neglect the item if the item in arr is not a double, return sum""",3,"print(add_up([ [ 'one', 2, 3, 4 ] ]))
print(add_up([ [ 3, 'hello', 3.4 ] ]))
print(add_up([ [ ] ]))
",False,False,"


    sum = 0
    for item in arr:
        if type(item) == float:
            sum += item
    return sum
"
1144,"def mod_end(words, ending):
    """"""
    Modify each word in the list by taking the ending substring and replacing it with the letter s
    """"""
    ",0.2,0.95,512,539,mod_end,mod_end,"assert mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing') == ['jumps', 'bumps', 'sings', 'picks']
assert mod_end(['dreaded', 'edited', 'heated'], 'ed') == ['dreads', 'edits', 'heats']
assert mod_end(['nearer', 'closer'], 'er') == ['nears', 'closs']",student12,Modify each word in the list by taking the ending substring and replacing it with the letter s,3,"print(mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing'))
print(mod_end(['dreaded', 'edited', 'heated'], 'ed'))
print(mod_end(['nearer', 'closer'], 'er'))
",True,True,"


words = [""apple"", ""banana"", ""orange"", ""grape""]
ending = ""e""

# Your code here
"
1145,"def mod_end(words, ending):
    """"""
    Takes a list of strings words and a string ending, removes any instance of ending from each item in words, and replaces it with an 's'.
    """"""
    ",0.2,0.95,512,540,mod_end,mod_end,"assert mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing') == ['jumps', 'bumps', 'sings', 'picks']
assert mod_end(['dreaded', 'edited', 'heated'], 'ed') == ['dreads', 'edits', 'heats']
assert mod_end(['nearer', 'closer'], 'er') == ['nears', 'closs']",student19,"Takes a list of strings words and a string ending, removes any instance of ending from each item in words, and replaces it with an 's'.",3,"print(mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing'))
print(mod_end(['dreaded', 'edited', 'heated'], 'ed'))
print(mod_end(['nearer', 'closer'], 'er'))
",True,True,"


    for word in words:
        if word.endswith(ending):
            word = word[:-len(ending)] + 's'
    return words
"
1146,"def mod_end(words, ending):
    """"""
    Take a list of words sharing the same ending, and a string as an input.
Search the last letters of the word for the string, and replace it with 's'.
    """"""
    ",0.2,0.95,512,541,mod_end,mod_end,"assert mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing') == ['jumps', 'bumps', 'sings', 'picks']
assert mod_end(['dreaded', 'edited', 'heated'], 'ed') == ['dreads', 'edits', 'heats']
assert mod_end(['nearer', 'closer'], 'er') == ['nears', 'closs']",student20,"Take a list of words sharing the same ending, and a string as an input.
Search the last letters of the word for the string, and replace it with 's'.",3,"print(mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing'))
print(mod_end(['dreaded', 'edited', 'heated'], 'ed'))
print(mod_end(['nearer', 'closer'], 'er'))
",False,True,"


    for word in words:
        if word.endswith(ending):
            word = word.replace(ending, 's')
            print(word)
        else:
            print(word)
"
1147,"def mod_end(words, ending):
    """"""
    Take a list of words sharing the same ending, and a string as an input.
Search the last letters of each word in the list for the string, and replace it with 's'.
    """"""
    ",0.2,0.95,512,542,mod_end,mod_end,"assert mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing') == ['jumps', 'bumps', 'sings', 'picks']
assert mod_end(['dreaded', 'edited', 'heated'], 'ed') == ['dreads', 'edits', 'heats']
assert mod_end(['nearer', 'closer'], 'er') == ['nears', 'closs']",student20,"Take a list of words sharing the same ending, and a string as an input.
Search the last letters of each word in the list for the string, and replace it with 's'.",3,"print(mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing'))
print(mod_end(['dreaded', 'edited', 'heated'], 'ed'))
print(mod_end(['nearer', 'closer'], 'er'))
",False,False,"


    for word in words:
        if word.endswith(ending):
            word = word.replace(ending, 's')
    return words
"
1148,"def mod_end(words, ending):
    """"""
    Take a list of words sharing the same ending, and a string as an input.
Take the last letters of each word in the list for the string, and replace it with 's'.
    """"""
    ",0.2,0.95,512,543,mod_end,mod_end,"assert mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing') == ['jumps', 'bumps', 'sings', 'picks']
assert mod_end(['dreaded', 'edited', 'heated'], 'ed') == ['dreads', 'edits', 'heats']
assert mod_end(['nearer', 'closer'], 'er') == ['nears', 'closs']",student20,"Take a list of words sharing the same ending, and a string as an input.
Take the last letters of each word in the list for the string, and replace it with 's'.",3,"print(mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing'))
print(mod_end(['dreaded', 'edited', 'heated'], 'ed'))
print(mod_end(['nearer', 'closer'], 'er'))
",False,False,"


    for word in words:
        if word.endswith(ending):
            word = word.replace(ending, 's')
    return words
"
1149,"def mod_end(words, ending):
    """"""
    For each word in the list, remove the last instance of ending that can be found in the word and add a s to the word
    """"""
    ",0.2,0.95,512,544,mod_end,mod_end,"assert mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing') == ['jumps', 'bumps', 'sings', 'picks']
assert mod_end(['dreaded', 'edited', 'heated'], 'ed') == ['dreads', 'edits', 'heats']
assert mod_end(['nearer', 'closer'], 'er') == ['nears', 'closs']",student20,"For each word in the list, remove the last instance of ending that can be found in the word and add a s to the word",3,"print(mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing'))
print(mod_end(['dreaded', 'edited', 'heated'], 'ed'))
print(mod_end(['nearer', 'closer'], 'er'))
",True,False,"


    return words

"
1150,"def mod_end(words, ending):
    """"""
    With the words in the list, replace the part of the word modifying tense with the string contained outside the list
    """"""
    ",0.2,0.95,512,545,mod_end,mod_end,"assert mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing') == ['jumps', 'bumps', 'sings', 'picks']
assert mod_end(['dreaded', 'edited', 'heated'], 'ed') == ['dreads', 'edits', 'heats']
assert mod_end(['nearer', 'closer'], 'er') == ['nears', 'closs']",student36,"With the words in the list, replace the part of the word modifying tense with the string contained outside the list",3,"print(mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing'))
print(mod_end(['dreaded', 'edited', 'heated'], 'ed'))
print(mod_end(['nearer', 'closer'], 'er'))
",False,True,"


    return words
"
1151,"def mod_end(words, ending):
    """"""
    With the words in the list, replace the part of the word in string contained outside the list with 's'
    """"""
    ",0.2,0.95,512,546,mod_end,mod_end,"assert mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing') == ['jumps', 'bumps', 'sings', 'picks']
assert mod_end(['dreaded', 'edited', 'heated'], 'ed') == ['dreads', 'edits', 'heats']
assert mod_end(['nearer', 'closer'], 'er') == ['nears', 'closs']",student36,"With the words in the list, replace the part of the word in string contained outside the list with 's'",3,"print(mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing'))
print(mod_end(['dreaded', 'edited', 'heated'], 'ed'))
print(mod_end(['nearer', 'closer'], 'er'))
",False,False,"


    return words

words = ['cat', 'dog', 'mouse', 'elephant', 'tiger', 'lion', 'giraffe', 'monkey', 'zebra', 'penguin']
ending = ['t', 'g', 'e', 'r', 'f', 'n', 'k', 'p', 'z', 'n']
"
1152,"def mod_end(words, ending):
    """"""
    With the words in the list,  the part of the word in string contained outside the list replace with 's'
    """"""
    ",0.2,0.95,512,547,mod_end,mod_end,"assert mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing') == ['jumps', 'bumps', 'sings', 'picks']
assert mod_end(['dreaded', 'edited', 'heated'], 'ed') == ['dreads', 'edits', 'heats']
assert mod_end(['nearer', 'closer'], 'er') == ['nears', 'closs']",student36,"With the words in the list,  the part of the word in string contained outside the list replace with 's'",3,"print(mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing'))
print(mod_end(['dreaded', 'edited', 'heated'], 'ed'))
print(mod_end(['nearer', 'closer'], 'er'))
",False,False,"


    return [word.replace(ending, 's') for word in words]
"
1153,"def mod_end(words, ending):
    """"""
    replace the characters contained within the string outside of the list when it appears in the words in the list with ""s""
    """"""
    ",0.2,0.95,512,548,mod_end,mod_end,"assert mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing') == ['jumps', 'bumps', 'sings', 'picks']
assert mod_end(['dreaded', 'edited', 'heated'], 'ed') == ['dreads', 'edits', 'heats']
assert mod_end(['nearer', 'closer'], 'er') == ['nears', 'closs']",student36,"replace the characters contained within the string outside of the list when it appears in the words in the list with ""s""",3,"print(mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing'))
print(mod_end(['dreaded', 'edited', 'heated'], 'ed'))
print(mod_end(['nearer', 'closer'], 'er'))
",True,False,"


    for word in words:
        if ending in word:
            word = word.replace(ending, ""s"")
    return words
"
1154,"def add_up(arr):
    """"""
    ""add all the doubles in arr into a double named sum, neglect the item if the item in arr is not a double, return sum""
    """"""
    ",0.2,0.95,512,55,add_up,add_up,"assert add_up([ [ 'one', 2, 3, 4 ] ]) == 9
assert add_up([ [ 3, 'hello', 3.4 ] ]) == 6.4
assert add_up([ [ ] ]) == 0",student47,"""add all the doubles in arr into a double named sum, neglect the item if the item in arr is not a double, return sum""",3,"print(add_up([ [ 'one', 2, 3, 4 ] ]))
print(add_up([ [ 3, 'hello', 3.4 ] ]))
print(add_up([ [ ] ]))
",True,False,"


    return sum
"
1155,"def mod_end(words, ending):
    """"""
    Take out ending from words
    """"""
    ",0.2,0.95,512,549,mod_end,mod_end,"assert mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing') == ['jumps', 'bumps', 'sings', 'picks']
assert mod_end(['dreaded', 'edited', 'heated'], 'ed') == ['dreads', 'edits', 'heats']
assert mod_end(['nearer', 'closer'], 'er') == ['nears', 'closs']",student38,Take out ending from words,3,"print(mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing'))
print(mod_end(['dreaded', 'edited', 'heated'], 'ed'))
print(mod_end(['nearer', 'closer'], 'er'))
",False,True,"


    return words
"
1156,"def mod_end(words, ending):
    """"""
    Take out ending from each string in words
    """"""
    ",0.2,0.95,512,550,mod_end,mod_end,"assert mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing') == ['jumps', 'bumps', 'sings', 'picks']
assert mod_end(['dreaded', 'edited', 'heated'], 'ed') == ['dreads', 'edits', 'heats']
assert mod_end(['nearer', 'closer'], 'er') == ['nears', 'closs']",student38,Take out ending from each string in words,3,"print(mod_end(['jumping', 'bumping', 'singing', 'picking'], 'ing'))
print(mod_end(['dreaded', 'edited', 'heated'], 'ed'))
print(mod_end(['nearer', 'closer'], 'er'))
",False,False,"


    return [word[:-len(ending)] for word in words]
"
